TransDate
2018-08-22 08:52:32.080
2018-08-22 08:52:35.680
2018-08-22 08:53:00.770
2018-08-22 08:53:07.673
2018-08-22 08:53:12.093
2018-08-22 08:53:35.783
2018-08-22 08:53:42.787
2018-08-22 08:53:48.267
2018-08-22 08:54:10.700
2018-08-22 08:54:17.627
2018-08-22 08:54:23.467
2018-08-22 08:54:45.680
2018-08-22 08:54:51.523
2018-08-22 08:54:57.553
2018-08-22 09:00:32.663
2018-08-22 09:00:36.673
2018-08-22 09:00:40.337
2018-08-22 09:01:20.757
2018-08-22 09:01:27.613
2018-08-22 09:01:30.897
2018-08-22 09:02:08.907
2018-08-22 09:02:15.653
2018-08-22 09:02:20.033
2018-08-22 09:02:55.657
2018-08-22 09:03:03.080
2018-08-22 09:03:10.693
2018-08-22 09:03:45.310
2018-08-22 09:03:52.200
2018-08-22 09:03:57.663
2018-08-22 09:04:34.483
2018-08-22 09:04:41.593
2018-08-22 09:04:44.907
2018-08-22 09:05:22.350
2018-08-22 09:05:29.940
2018-08-22 09:05:32.503
2018-08-22 09:06:08.910
2018-08-22 09:06:18.247
2018-08-22 09:06:21.053
2018-08-22 09:06:56.433
2018-08-22 09:07:06.980
2018-08-22 09:07:09.280
2018-08-22 09:07:44.197
2018-08-22 09:07:55.327
2018-08-22 09:07:57.317
2018-08-22 09:11:30.127
2018-08-22 09:11:35.930
2018-08-22 09:11:40.140
2018-08-22 09:12:27.180
2018-08-22 09:12:35.917
2018-08-22 09:12:40.457
2018-08-22 09:13:24.717
2018-08-22 09:13:33.813
2018-08-22 09:13:39.770
2018-08-22 09:14:22.303
2018-08-22 09:14:32.470
2018-08-22 09:14:37.663
2018-08-22 09:15:20.267
2018-08-22 09:15:29.307
2018-08-22 09:15:35.627
2018-08-22 09:16:17.960
2018-08-22 09:16:27.167
2018-08-22 09:16:33.123
2018-08-22 09:17:15.823
2018-08-22 09:17:23.537
2018-08-22 09:17:29.357
2018-08-22 09:18:12.340
2018-08-22 09:18:20.960
2018-08-22 09:18:24.933
2018-08-22 09:19:07.310
2018-08-22 09:19:16.333
2018-08-22 09:19:20.050
2018-08-22 09:20:02.967
2018-08-22 09:20:11.817
2018-08-22 09:20:14.670
2018-08-22 09:31:16.837
2018-08-22 09:31:22.947
2018-08-22 09:31:28.413
2018-08-22 09:32:14.087
2018-08-22 09:32:22.713
2018-08-22 09:32:25.407
2018-08-22 09:33:10.393
2018-08-22 09:33:17.917
2018-08-22 09:33:21.360
2018-08-22 09:34:06.453
2018-08-22 09:34:13.230
2018-08-22 09:34:16.317
2018-08-22 09:35:01.070
2018-08-22 09:35:08.430
2018-08-22 09:35:12.323
2018-08-22 09:35:55.743
2018-08-22 09:36:02.643
2018-08-22 09:36:06.813
2018-08-22 09:36:50.697
2018-08-22 09:36:57.213
2018-08-22 09:37:01.477
2018-08-22 09:37:46.093
2018-08-22 09:37:51.713
2018-08-22 09:37:54.643
2018-08-22 09:38:41.127
2018-08-22 09:38:46.907
2018-08-22 09:38:50.163
2018-08-22 09:39:35.787
2018-08-22 09:39:41.527
2018-08-22 09:39:44.590
2018-08-22 09:45:11.740
2018-08-22 09:45:16.990
2018-08-22 09:45:21.113
2018-08-22 09:45:58.827
2018-08-22 09:46:07.247
2018-08-22 09:46:09.877
2018-08-22 09:46:48.210
2018-08-22 09:46:54.273
2018-08-22 09:46:57.767
2018-08-22 09:47:36.027
2018-08-22 09:47:41.157
2018-08-22 09:47:44.277
2018-08-22 09:48:22.377
2018-08-22 09:48:29.537
2018-08-22 09:48:32.550
2018-08-22 09:49:09.200
2018-08-22 09:49:16.747
2018-08-22 09:49:19.427
2018-08-22 09:49:56.557
2018-08-22 09:50:02.590
2018-08-22 09:50:06.143
2018-08-22 09:50:43.903
2018-08-22 09:50:49.637
2018-08-22 09:50:52.850
2018-08-22 09:51:30.960
2018-08-22 09:51:36.660
2018-08-22 09:51:40.007
2018-08-22 09:52:17.783
2018-08-22 09:52:24.587
2018-08-22 09:52:26.780
2018-08-22 09:59:09.127
2018-08-22 09:59:14.447
2018-08-22 09:59:18.347
2018-08-22 09:59:44.813
2018-08-22 09:59:50.440
2018-08-22 09:59:54.130
2018-08-22 10:00:22.537
2018-08-22 10:00:26.810
2018-08-22 10:00:30.877
2018-08-22 10:00:58.690
2018-08-22 10:01:03.520
2018-08-22 10:01:06.807
2018-08-22 10:01:35.060
2018-08-22 10:01:39.987
2018-08-22 10:01:43.097
2018-08-22 10:02:11.500
2018-08-22 10:02:15.657
2018-08-22 10:02:18.687
2018-08-22 10:02:47.180
2018-08-22 10:02:51.160
2018-08-22 10:02:53.850
2018-08-22 10:03:23.430
2018-08-22 10:03:27.347
2018-08-22 10:03:29.707
2018-08-22 10:03:59.633
2018-08-22 10:04:03.207
2018-08-22 10:04:07.113
2018-08-22 10:04:35.767
2018-08-22 10:04:39.283
2018-08-22 10:04:42.630
2018-08-22 10:08:10.380
2018-08-22 10:08:15.443
2018-08-22 10:08:19.743
2018-08-22 10:08:46.470
2018-08-22 10:08:53.643
2018-08-22 10:08:57.637
2018-08-22 10:09:23.087
2018-08-22 10:09:28.997
2018-08-22 10:09:34.337
2018-08-22 10:10:00.993
2018-08-22 10:10:06.270
2018-08-22 10:10:10.567
2018-08-22 10:10:38.343
2018-08-22 10:10:44.037
2018-08-22 10:10:47.170
2018-08-22 10:11:16.053
2018-08-22 10:11:20.140
2018-08-22 10:11:25.357
2018-08-22 10:11:55.407
2018-08-22 10:11:59.803
2018-08-22 10:12:03.780
2018-08-22 10:12:33.087
2018-08-22 10:12:37.800
2018-08-22 10:12:43.693
2018-08-22 10:13:09.953
2018-08-22 10:13:15.057
2018-08-22 10:13:19.730
2018-08-22 10:13:47.507
2018-08-22 10:13:52.883
2018-08-22 10:13:57.897
2018-08-22 10:24:31.887
2018-08-22 10:24:38.390
2018-08-22 10:24:45.143
2018-08-22 10:25:16.553
2018-08-22 10:25:23.103
2018-08-22 10:25:31.687
2018-08-22 10:26:03.627
2018-08-22 10:26:11.057
2018-08-22 10:26:19.867
2018-08-22 10:26:48.200
2018-08-22 10:27:00.047
2018-08-22 10:27:08.910
2018-08-22 10:27:34.853
2018-08-22 10:27:45.930
2018-08-22 10:27:54.790
2018-08-22 10:28:19.690
2018-08-22 10:28:31.513
2018-08-22 10:28:41.573
2018-08-22 10:29:03.910
2018-08-22 10:29:15.220
2018-08-22 10:29:25.657
2018-08-22 10:29:48.067
2018-08-22 10:29:59.350
2018-08-22 10:30:09.670
2018-08-22 10:30:31.937
2018-08-22 10:30:43.463
2018-08-22 10:30:54.210
2018-08-22 10:31:16.760
2018-08-22 10:31:25.913
2018-08-22 10:31:37.100
2018-08-22 10:35:21.967
2018-08-22 10:35:28.983
2018-08-22 10:35:37.157
2018-08-22 10:36:04.997
2018-08-22 10:36:12.507
2018-08-22 10:36:22.563
2018-08-22 10:36:48.363
2018-08-22 10:36:57.857
2018-08-22 10:37:07.037
2018-08-22 10:37:34.087
2018-08-22 10:37:41.333
2018-08-22 10:37:49.787
2018-08-22 10:38:16.857
2018-08-22 10:38:27.727
2018-08-22 10:38:36.027
2018-08-22 10:38:58.397
2018-08-22 10:39:13.607
2018-08-22 10:39:20.880
2018-08-22 10:39:40.077
2018-08-22 10:39:53.530
2018-08-22 10:40:03.093
2018-08-22 10:40:22.253
2018-08-22 10:40:34.887
2018-08-22 10:40:46.877
2018-08-22 10:41:05.593
2018-08-22 10:41:19.443
2018-08-22 10:41:28.883
2018-08-22 10:41:49.113
2018-08-22 10:42:01.323
2018-08-22 10:42:13.290
2018-08-22 10:49:52.290
2018-08-22 10:49:58.607
2018-08-22 10:50:02.100
2018-08-22 10:50:33.063
2018-08-22 10:50:40.523
2018-08-22 10:50:45.833
2018-08-22 10:51:13.053
2018-08-22 10:51:20.933
2018-08-22 10:51:26.477
2018-08-22 10:53:31.987
2018-08-22 10:53:39.370
2018-08-22 10:53:44.683
2018-08-22 10:54:06.847
2018-08-22 10:54:16.197
2018-08-22 10:54:22.270
2018-08-22 10:54:41.540
2018-08-22 10:54:49.710
2018-08-22 10:54:58.817
2018-08-22 10:55:16.493
2018-08-22 10:55:25.483
2018-08-22 10:55:31.647
2018-08-22 10:55:52.057
2018-08-22 10:56:01.367
2018-08-22 10:56:06.807
2018-08-22 10:56:26.507
2018-08-22 10:56:36.787
2018-08-22 10:56:44.183
2018-08-22 10:57:02.103
2018-08-22 10:57:12.877
2018-08-22 10:57:19.147
2018-08-22 11:01:39.230
2018-08-22 11:01:44.007
2018-08-22 11:01:48.520
2018-08-22 11:02:17.223
2018-08-22 11:02:24.533
2018-08-22 11:02:29.197
2018-08-22 11:02:56.207
2018-08-22 11:03:04.590
2018-08-22 11:03:07.820
2018-08-22 11:03:35.427
2018-08-22 11:03:43.767
2018-08-22 11:03:47.103
2018-08-22 11:04:13.940
2018-08-22 11:04:20.813
2018-08-22 11:04:25.113
2018-08-22 11:04:52.910
2018-08-22 11:05:00.183
2018-08-22 11:05:04.110
2018-08-22 11:05:32.560
2018-08-22 11:05:38.857
2018-08-22 11:05:43.860
2018-08-22 11:06:12.980
2018-08-22 11:06:18.030
2018-08-22 11:06:20.990
2018-08-22 11:06:53.680
2018-08-22 11:06:58.190
2018-08-22 11:07:02.377
2018-08-22 11:07:34.580
2018-08-22 11:07:38.973
2018-08-22 11:07:42.527
2018-08-22 11:19:55.467
2018-08-22 11:19:59.777
2018-08-22 11:20:02.770
2018-08-22 11:20:45.520
2018-08-22 11:20:52.443
2018-08-22 11:20:56.507
2018-08-22 11:21:33.863
2018-08-22 11:21:42.260
2018-08-22 11:21:45.663
2018-08-22 11:22:22.400
2018-08-22 11:22:30.817
2018-08-22 11:22:34.017
2018-08-22 11:23:10.597
2018-08-22 11:23:19.497
2018-08-22 11:23:22.343
2018-08-22 11:23:58.903
2018-08-22 11:24:07.877
2018-08-22 11:24:10.503
2018-08-22 11:24:47.137
2018-08-22 11:24:55.337
2018-08-22 11:24:58.073
2018-08-22 11:25:35.030
2018-08-22 11:25:43.527
2018-08-22 11:25:46.363
2018-08-22 11:26:23.470
2018-08-22 11:26:31.427
2018-08-22 11:26:35.727
2018-08-22 11:27:12.733
2018-08-22 11:27:19.987
2018-08-22 11:27:25.783
2018-08-22 11:30:38.953
2018-08-22 11:30:44.717
2018-08-22 11:30:48.457
2018-08-22 11:31:34.600
2018-08-22 11:31:43.627
2018-08-22 11:31:48.417
2018-08-22 11:32:31.747
2018-08-22 11:32:41.373
2018-08-22 11:32:47.837
2018-08-22 11:33:29.813
2018-08-22 11:33:38.963
2018-08-22 11:33:45.527
2018-08-22 11:34:27.713
2018-08-22 11:34:36.113
2018-08-22 11:34:44.547
2018-08-22 11:35:25.923
2018-08-22 11:35:34.223
2018-08-22 11:35:42.360
2018-08-22 11:36:23.300
2018-08-22 11:36:32.163
2018-08-22 11:36:39.000
2018-08-22 11:37:20.337
2018-08-22 11:37:29.143
2018-08-22 11:37:36.067
2018-08-22 11:38:17.907
2018-08-22 11:38:27.037
2018-08-22 11:38:33.887
2018-08-22 11:39:15.357
2018-08-22 11:39:23.677
2018-08-22 11:39:29.497
2018-08-22 13:55:30.440
2018-08-22 14:46:44.670
2018-08-22 14:47:32.333
2018-08-22 14:48:10.743
